id,logged_at,model_version,symbol,strike,option_type,direction,score,trend,mark,bid,ask,delta,theta,iv,volume,gex_negative,dex_bias,spy_price,surge,out_5m_price,out_5m_pnl,out_5m_correct,out_10m_price,out_10m_pnl,out_10m_correct,out_15m_price,out_15m_pnl,out_15m_correct,out_30m_price,out_30m_pnl,out_30m_correct
97,2026-03-11T16:37:13,v2.0,.SPY260311C673,673.0,Call,Bullish,54.6,Choppy,3.065,2.94,3.19,0.98,-0.02,30.36,48176.0,1,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
98,2026-03-11T16:37:13,v2.0,.SPY260311P677,677.0,Put,Bearish,58.7,Choppy,0.975,0.9,1.05,0.91,-0.03,13.53,224093.0,1,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
99,2026-03-11T16:37:17,v2.0,.SPY260311P681,681.0,Put,Bearish,54.6,Choppy,4.945,4.84,0.0,0.95,-0.01,51.41,11724.0,1,Bullish,676.33,0,4.945,0.0,0,4.945,0.0,0,4.945,0.0,0,,,
100,2026-03-11T16:38:12,v2.0,.SPY260311C672,672.0,Call,Bullish,43.1,Choppy,4.04,3.94,4.14,1.0,0.0,0.0,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
101,2026-03-11T16:38:13,v2.0,.SPY260311C673,673.0,Call,Bullish,42.6,Choppy,3.065,2.94,3.19,0.96,-0.03,33.14,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
102,2026-03-11T16:38:14,v2.0,.SPY260311P677,677.0,Put,Bearish,46.1,Choppy,0.975,0.9,1.05,0.93,-0.02,12.26,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
103,2026-03-11T16:39:12,v2.0,.SPY260311C672,672.0,Call,Bullish,43.7,Choppy,4.04,3.94,4.14,0.94,-0.06,49.18,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
104,2026-03-11T16:39:13,v2.0,.SPY260311C673,673.0,Call,Bullish,43.0,Choppy,3.065,2.94,3.19,0.92,-0.08,41.37,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
105,2026-03-11T16:39:14,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,12.26,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
106,2026-03-11T16:40:13,v2.0,.SPY260311C672,672.0,Call,Bullish,43.7,Choppy,4.04,3.94,4.14,0.94,-0.07,50.72,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
107,2026-03-11T16:40:14,v2.0,.SPY260311C673,673.0,Call,Bullish,43.1,Choppy,3.065,2.94,3.19,0.91,-0.1,43.69,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
108,2026-03-11T16:40:14,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,12.26,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
109,2026-03-11T16:41:13,v2.0,.SPY260311C672,672.0,Call,Bullish,43.7,Choppy,4.04,3.94,4.14,0.94,-0.07,50.72,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
110,2026-03-11T16:41:14,v2.0,.SPY260311C673,673.0,Call,Bullish,43.1,Choppy,3.065,2.94,3.19,0.91,-0.1,43.69,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
111,2026-03-11T16:41:15,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,12.26,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
112,2026-03-11T16:42:13,v2.0,.SPY260311C672,672.0,Call,Bullish,42.9,Choppy,4.04,3.94,4.14,1.0,0.0,0.0,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
113,2026-03-11T16:42:14,v2.0,.SPY260311C673,673.0,Call,Bullish,42.6,Choppy,3.065,2.94,3.19,0.96,-0.03,33.14,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
114,2026-03-11T16:42:15,v2.0,.SPY260311P677,677.0,Put,Bearish,46.1,Choppy,0.975,0.9,1.05,0.93,-0.02,12.26,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
115,2026-03-11T16:42:57,v2.0,.SPY260311P681,681.0,Put,Bearish,54.5,Choppy,4.945,4.84,0.0,0.95,-0.01,51.41,11724.0,1,Bullish,676.33,0,4.945,0.0,0,4.945,0.0,0,4.945,0.0,0,,,
116,2026-03-11T16:43:13,v2.0,.SPY260311C672,672.0,Call,Bullish,55.4,Choppy,4.04,3.94,4.14,1.0,0.0,0.0,16276.0,1,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
117,2026-03-11T16:43:14,v2.0,.SPY260311C673,673.0,Call,Bullish,54.7,Choppy,3.065,2.94,3.19,0.99,-0.01,25.53,48176.0,1,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
118,2026-03-11T16:43:15,v2.0,.SPY260311P677,677.0,Put,Bearish,58.7,Choppy,0.975,0.9,1.05,0.89,-0.04,14.55,224093.0,1,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
119,2026-03-11T16:44:14,v2.0,.SPY260311C672,672.0,Call,Bullish,42.9,Choppy,4.04,3.94,4.14,1.0,0.0,0.0,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
120,2026-03-11T16:44:15,v2.0,.SPY260311C673,673.0,Call,Bullish,41.9,Choppy,3.065,2.94,3.19,1.0,0.0,25.53,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
121,2026-03-11T16:44:15,v2.0,.SPY260311P677,677.0,Put,Bearish,46.6,Choppy,0.975,0.9,1.05,0.85,-0.07,17.03,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
122,2026-03-11T16:45:14,v2.0,.SPY260311C672,672.0,Call,Bullish,42.9,Choppy,4.04,3.94,4.14,1.0,0.0,0.0,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
123,2026-03-11T16:45:15,v2.0,.SPY260311C673,673.0,Call,Bullish,41.9,Choppy,3.065,2.94,3.19,1.0,0.0,25.53,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
124,2026-03-11T16:45:15,v2.0,.SPY260311P677,677.0,Put,Bearish,46.6,Choppy,0.975,0.9,1.05,0.85,-0.07,17.03,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
125,2026-03-11T16:46:01,v2.0,.SPY260311P681,681.0,Put,Bearish,44.4,Choppy,4.945,4.84,0.0,0.95,-0.01,51.41,11724.0,1,Bullish,676.33,0,4.945,0.0,0,4.945,0.0,0,4.945,0.0,0,,,
126,2026-03-11T16:46:14,v2.0,.SPY260311C672,672.0,Call,Bullish,43.7,Choppy,4.04,3.94,4.14,0.94,-0.06,49.18,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
127,2026-03-11T16:46:15,v2.0,.SPY260311C673,673.0,Call,Bullish,43.0,Choppy,3.065,2.94,3.19,0.92,-0.08,41.37,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
128,2026-03-11T16:46:16,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
129,2026-03-11T16:47:14,v2.0,.SPY260311C672,672.0,Call,Bullish,43.2,Choppy,4.04,3.94,4.14,0.98,-0.02,40.22,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
130,2026-03-11T16:47:16,v2.0,.SPY260311C673,673.0,Call,Bullish,42.8,Choppy,3.065,2.94,3.19,0.94,-0.05,37.16,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
131,2026-03-11T16:47:16,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
132,2026-03-11T16:48:14,v2.0,.SPY260311C672,672.0,Call,Bullish,54.2,Choppy,4.04,3.94,4.14,0.9,-0.15,60.28,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,,,
133,2026-03-11T16:48:16,v2.0,.SPY260311C673,673.0,Call,Bullish,45.9,Choppy,3.065,2.94,3.19,0.87,-0.18,51.03,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,,,
134,2026-03-11T16:48:17,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,,,
135,2026-03-11T16:49:14,v2.0,.SPY260311C672,672.0,Call,Bullish,56.8,Choppy,4.04,3.94,4.14,0.89,-0.16,61.24,16276.0,1,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,,,,,,
136,2026-03-11T16:49:16,v2.0,.SPY260311C673,673.0,Call,Bullish,56.0,Choppy,3.065,2.94,3.19,0.86,-0.19,51.81,48176.0,1,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,,,,,,
137,2026-03-11T16:49:17,v2.0,.SPY260311P677,677.0,Put,Bearish,55.0,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,,,,,,
138,2026-03-11T16:50:15,v2.0,.SPY260311C672,672.0,Call,Bullish,56.9,Choppy,4.04,3.94,4.14,0.86,-0.26,69.6,16276.0,1,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,,,,,,
139,2026-03-11T16:50:16,v2.0,.SPY260311C673,673.0,Call,Bullish,56.1,Choppy,3.065,2.94,3.19,0.82,-0.29,58.72,48176.0,1,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,,,,,,
140,2026-03-11T16:50:17,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,,,,,,
141,2026-03-11T16:51:15,v2.0,.SPY260311C672,672.0,Call,Bullish,46.9,Choppy,4.04,3.94,4.14,0.85,-0.3,72.5,16276.0,1,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,,,,,,
142,2026-03-11T16:51:16,v2.0,.SPY260311C673,673.0,Call,Bullish,53.5,Choppy,3.065,2.94,3.19,0.81,-0.33,61.13,48176.0,1,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,,,,,,
143,2026-03-11T16:51:17,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,,,,,,
144,2026-03-11T16:52:15,v2.0,.SPY260311C672,672.0,Call,Bullish,44.4,Choppy,4.04,3.94,4.14,0.81,-0.45,81.92,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,,,,,,
145,2026-03-11T16:52:17,v2.0,.SPY260311C673,673.0,Call,Bullish,43.2,Choppy,3.065,2.94,3.19,0.77,-0.48,69.19,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,,,,,,
146,2026-03-11T16:52:17,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,,,,,,
147,2026-03-11T16:53:15,v2.0,.SPY260311C672,672.0,Call,Bullish,44.4,Choppy,4.04,3.94,4.14,0.81,-0.45,81.92,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,,,,,,
148,2026-03-11T16:53:17,v2.0,.SPY260311C673,673.0,Call,Bullish,43.3,Choppy,3.065,2.94,3.19,0.78,-0.43,66.65,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,,,,,,
149,2026-03-11T16:53:17,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,,,,,,
150,2026-03-11T16:54:15,v2.0,.SPY260311C672,672.0,Call,Bullish,44.4,Choppy,4.04,3.94,4.14,0.81,-0.43,80.76,16276.0,0,Bullish,676.33,0,4.04,0.0,0,,,,,,,,,
151,2026-03-11T16:54:17,v2.0,.SPY260311C673,673.0,Call,Bullish,43.4,Choppy,3.065,2.94,3.19,0.77,-0.46,68.19,48176.0,0,Bullish,676.33,0,3.065,0.0,0,,,,,,,,,
152,2026-03-11T16:54:18,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,,,,,,,,,
153,2026-03-11T16:55:16,v2.0,.SPY260311C672,672.0,Call,Bullish,44.4,Choppy,4.04,3.94,4.14,0.82,-0.4,78.97,16276.0,0,Bullish,676.33,0,4.04,0.0,0,,,,,,,,,
154,2026-03-11T16:55:17,v2.0,.SPY260311C673,673.0,Call,Bullish,43.4,Choppy,3.065,2.94,3.19,0.78,-0.43,66.65,48176.0,0,Bullish,676.33,0,3.065,0.0,0,,,,,,,,,
155,2026-03-11T16:55:18,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,0,Bullish,676.33,0,0.975,0.0,0,,,,,,,,,
156,2026-03-11T16:56:16,v2.0,.SPY260311C672,672.0,Call,Bullish,56.8,Choppy,4.04,3.94,4.14,0.78,-0.57,88.46,16276.0,1,Bullish,676.33,0,4.04,0.0,0,,,,,,,,,
157,2026-03-11T16:56:17,v2.0,.SPY260311C673,673.0,Call,Bullish,55.5,Choppy,3.065,2.94,3.19,0.74,-0.6,74.86,48176.0,1,Bullish,676.33,0,3.065,0.0,0,,,,,,,,,
158,2026-03-11T16:56:18,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,0.975,0.0,0,,,,,,,,,
159,2026-03-11T16:57:16,v2.0,.SPY260311C672,672.0,Call,Bullish,56.4,Choppy,4.04,3.94,4.14,0.75,-0.75,97.22,16276.0,1,Bullish,676.33,0,4.04,0.0,0,,,,,,,,,
160,2026-03-11T16:57:18,v2.0,.SPY260311C673,673.0,Call,Bullish,56.0,Choppy,3.065,2.94,3.19,0.71,-0.77,82.13,48176.0,1,Bullish,676.33,0,3.065,0.0,0,,,,,,,,,
161,2026-03-11T16:57:18,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,0.975,0.0,0,,,,,,,,,
162,2026-03-11T16:58:16,v2.0,.SPY260311C672,672.0,Call,Bullish,44.3,Choppy,4.04,3.94,4.14,0.79,-0.54,86.89,16276.0,0,Bullish,676.33,0,4.04,0.0,0,,,,,,,,,
163,2026-03-11T16:58:18,v2.0,.SPY260311C673,673.0,Call,Bullish,45.5,Choppy,3.065,2.94,3.19,0.74,-0.59,74.41,48176.0,1,Bullish,676.33,0,3.065,0.0,0,,,,,,,,,
164,2026-03-11T16:58:19,v2.0,.SPY260311P677,677.0,Put,Bearish,50.0,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,0.975,0.0,0,,,,,,,,,
165,2026-03-11T16:59:17,v2.0,.SPY260311C672,672.0,Call,Bullish,56.5,Choppy,4.04,3.94,4.14,0.75,-0.76,97.68,16276.0,1,Bullish,676.33,0,,,,,,,,,,,,
166,2026-03-11T16:59:18,v2.0,.SPY260311C673,673.0,Call,Bullish,56.1,Choppy,3.065,2.94,3.19,0.7,-0.81,83.74,48176.0,1,Bullish,676.33,0,,,,,,,,,,,,
167,2026-03-11T16:59:19,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,,,,,,,,,,,,
168,2026-03-11T17:00:17,v2.0,.SPY260311C672,672.0,Call,Bullish,56.9,Choppy,4.04,3.94,4.14,0.78,-0.55,87.41,16276.0,1,Bullish,676.33,0,,,,,,,,,,,,
169,2026-03-11T17:00:19,v2.0,.SPY260311C673,673.0,Call,Bullish,55.4,Choppy,3.065,2.94,3.19,0.75,-0.58,73.95,48176.0,1,Bullish,676.33,0,,,,,,,,,,,,
170,2026-03-11T17:00:19,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,,,,,,,,,,,,
171,2026-03-11T17:01:17,v2.0,.SPY260311C672,672.0,Call,Bullish,54.4,Choppy,4.04,3.94,4.14,0.8,-0.49,84.18,16276.0,0,Bullish,676.33,0,,,,,,,,,,,,
172,2026-03-11T17:01:19,v2.0,.SPY260311C673,673.0,Call,Bullish,53.0,Choppy,3.065,2.94,3.19,0.75,-0.58,73.95,48176.0,1,Bullish,676.33,0,,,,,,,,,,,,
173,2026-03-11T17:01:19,v2.0,.SPY260311P677,677.0,Put,Bearish,55.0,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,,,,,,,,,,,,
174,2026-03-11T17:02:17,v2.0,.SPY260311C672,672.0,Call,Bullish,56.9,Choppy,4.04,3.94,4.14,0.78,-0.55,87.41,16276.0,1,Bullish,676.33,0,,,,,,,,,,,,
175,2026-03-11T17:02:19,v2.0,.SPY260311C673,673.0,Call,Bullish,55.4,Choppy,3.065,2.94,3.19,0.75,-0.58,73.95,48176.0,1,Bullish,676.33,0,,,,,,,,,,,,
176,2026-03-11T17:02:20,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,,,,,,,,,,,,
177,2026-03-11T17:03:18,v2.0,.SPY260311C672,672.0,Call,Bullish,56.9,Choppy,4.04,3.94,4.14,0.78,-0.55,87.41,16276.0,1,Bullish,676.33,0,,,,,,,,,,,,
178,2026-03-11T17:03:19,v2.0,.SPY260311C673,673.0,Call,Bullish,55.4,Choppy,3.065,2.94,3.19,0.75,-0.58,73.95,48176.0,1,Bullish,676.33,0,,,,,,,,,,,,
179,2026-03-11T17:03:20,v2.0,.SPY260311P677,677.0,Put,Bearish,57.5,Choppy,0.975,0.9,1.05,1.0,0.0,10.67,224093.0,1,Bullish,676.33,0,,,,,,,,,,,,
