id,logged_at,model_version,symbol,strike,option_type,direction,score,trend,mark,bid,ask,delta,theta,iv,volume,gex_negative,dex_bias,spy_price,surge,out_5m_price,out_5m_pnl,out_5m_correct,out_10m_price,out_10m_pnl,out_10m_correct,out_15m_price,out_15m_pnl,out_15m_correct,out_30m_price,out_30m_pnl,out_30m_correct
11,2026-03-11T16:13:22,v2.0,.SPY260311P676,676.0,Put,Bearish,44.9,Choppy,0.265,0.26,0.27,0.46,-0.27,14.69,299346.0,0,Bullish,676.33,1,0.265,0.0,0,0.265,0.0,0,0.265,0.0,0,0.265,0.0,0
12,2026-03-11T16:13:29,v2.0,.SPY260311C676,676.0,Call,Bullish,42.9,Choppy,0.31,0.3,0.32,0.52,-0.28,14.45,538483.0,0,Bullish,676.33,1,0.295,-4.84,0,0.295,-4.84,0,0.295,-4.84,0,0.295,-4.84,0
13,2026-03-11T16:14:02,v2.0,.SPY260311P681,681.0,Put,Bearish,44.5,Choppy,4.925,4.73,0.0,0.95,-0.01,51.21,11724.0,0,Bullish,676.33,0,4.945,0.41,0,4.945,0.41,0,4.945,0.41,0,4.945,0.41,0
14,2026-03-11T16:14:05,v2.0,.SPY260311C672,672.0,Call,Bullish,52.9,Choppy,4.105,3.92,4.29,1.0,0.0,33.01,16276.0,0,Bullish,676.33,0,4.04,-1.58,0,4.04,-1.58,0,4.04,-1.58,0,4.04,-1.58,0
15,2026-03-11T16:14:05,v2.0,.SPY260311C673,673.0,Call,Bullish,51.9,Choppy,3.105,2.92,3.29,1.0,0.0,25.75,48176.0,0,Bullish,676.33,0,3.065,-1.29,0,3.065,-1.29,0,3.065,-1.29,0,3.065,-1.29,0
16,2026-03-11T16:14:07,v2.0,.SPY260311P677,677.0,Put,Bearish,52.0,Choppy,0.935,0.88,0.99,0.88,-0.05,14.97,224007.0,0,Bullish,676.33,0,0.975,4.28,0,0.975,4.28,0,0.975,4.28,0,0.975,4.28,0
17,2026-03-11T16:14:25,v2.0,.SPY260311P676,676.0,Put,Bearish,42.9,Choppy,0.26,0.25,0.27,0.45,-0.26,14.9,299363.0,0,Bullish,676.33,1,0.265,1.92,0,0.265,1.92,0,0.265,1.92,0,0.265,1.92,0
18,2026-03-11T16:14:29,v2.0,.SPY260311C676,676.0,Call,Bullish,46.8,Choppy,0.315,0.3,0.33,0.53,-0.26,13.92,540986.0,0,Bullish,676.33,0,0.295,-6.35,0,0.295,-6.35,0,0.295,-6.35,0,0.295,-6.35,0
19,2026-03-11T16:15:05,v2.0,.SPY260311C672,672.0,Call,Bullish,43.5,Choppy,4.04,3.94,4.14,0.96,-0.04,45.37,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0
20,2026-03-11T16:15:05,v2.0,.SPY260311C673,673.0,Call,Bullish,42.9,Choppy,3.065,2.94,3.19,0.93,-0.07,40.09,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0
21,2026-03-11T16:15:08,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,12.26,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0
22,2026-03-11T16:15:23,v2.0,.SPY260311P681,681.0,Put,Bearish,47.0,Choppy,4.945,4.84,0.0,0.95,-0.03,53.48,11724.0,0,Bullish,676.33,0,4.945,0.0,0,4.945,0.0,0,4.945,0.0,0,4.945,0.0,0
23,2026-03-11T16:16:06,v2.0,.SPY260311C672,672.0,Call,Bullish,43.6,Choppy,4.04,3.94,4.14,0.95,-0.05,47.4,16276.0,0,Bullish,676.33,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0,4.04,0.0,0
24,2026-03-11T16:16:06,v2.0,.SPY260311C673,673.0,Call,Bullish,43.0,Choppy,3.065,2.94,3.19,0.92,-0.08,41.37,48176.0,0,Bullish,676.33,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0,3.065,0.0,0
25,2026-03-11T16:16:08,v2.0,.SPY260311P677,677.0,Put,Bearish,45.1,Choppy,0.975,0.9,1.05,1.0,0.0,13.53,224093.0,0,Bullish,676.33,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0,0.975,0.0,0
