id,model_version,symbol,strike,option_type,direction,surfaced_at,entry_score,entry_mark,entry_bid,entry_ask,entry_delta,entry_theta,entry_iv,entry_volume,entry_spy,entry_spy_vol_rate,entry_spy_vol_ratio,entry_trend,entry_regime,entry_bias,entry_net_gex,entry_net_dex,entry_call_wall,entry_put_wall,entry_max_pain,entry_gex_anchor,entry_surge,status,confirmed_at,confirmed_score,confirmed_spy,invalidated_at,invalidation_reason,invalidation_spy,invalidation_mark,spy_move_at_invalidation,vol_confirmed,reentry_count,last_reentry_at,out_5m_mark,out_5m_pnl_pct,out_5m_correct,out_10m_mark,out_10m_pnl_pct,out_10m_correct,out_15m_mark,out_15m_pnl_pct,out_15m_correct,out_30m_mark,out_30m_pnl_pct,out_30m_correct,traded,trade_fill_price,trade_qty,trade_pnl_pct
221,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T10:30:01,64.5,0.845,0.84,0.85,0.25,-0.85,33.33,122894.0,668.1,281.0,0.11668708344579863,Choppy,TRENDING,Bullish,-743814784.8801001,-3270781092.6,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
222,v2.1,.SPY260312C673,673.0,Call,Bullish,2026-03-12T10:30:01,64.2,0.615,0.61,0.62,0.2,-0.62,33.13,65649.0,668.1,281.0,0.11668708344579863,Choppy,TRENDING,Bullish,-743814784.8801001,-3270781092.6,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
223,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T10:31:25,62.9,1.105,1.1,1.11,0.3,-1.11,33.44,147099.0,668.05,1302.0,0.5512394419864942,Choppy,TRENDING,Bullish,-691567764.645975,-3311518505.5999994,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
224,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T10:35:49,67.4,1.545,1.54,1.55,0.39,-1.54,32.9,117379.0,668.45,6228.0,2.6321795359452262,Choppy,TRENDING,Bullish,-761158136.6507002,-3173628808.3500004,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
225,v2.1,.SPY260312P668,668.0,Put,Bearish,2026-03-12T10:35:53,48.6,1.99,1.98,2.0,0.46,-1.99,32.97,108149.0,668.49,3412.0,1.4790411374571937,Choppy,TRENDING,Bullish,-807166039.6030232,-3131518676.34,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
226,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T10:38:15,60.6,1.985,1.98,1.99,0.46,-1.99,34.06,32546.0,667.34,6016.0,2.8601312161262715,Choppy,TRENDING,Bullish,-646771167.7738801,-3576815605.4,685,670,678,677,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
227,v2.1,.SPY260312C680,680.0,Call,Bullish,2026-03-12T10:44:34,53.7,0.075,0.07,0.08,0.03,-0.08,35.0,38755.0,669.065,2096.0,1.0127805561595515,Choppy,TRENDING,Bullish,-806187142.7007717,-2949655347.4950004,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
228,v2.1,.SPY260312C673,673.0,Call,Bullish,2026-03-12T10:45:02,62.0,0.635,0.63,0.64,0.21,-0.64,31.55,76958.0,668.7601,1514.0,0.9375483791064186,Choppy,TRENDING,Bullish,-818722147.0177029,-3152539792.7207,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
229,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T10:45:02,61.7,0.865,0.86,0.87,0.27,-0.87,31.39,140665.0,668.7601,1514.0,0.9375483791064186,Choppy,TRENDING,Bullish,-818722147.0177029,-3152539792.7207,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
230,v2.1,.SPY260312C678,678.0,Call,Bullish,2026-03-12T10:45:02,60.1,0.125,0.12,0.13,0.05,-0.13,33.79,27763.0,668.7601,1514.0,0.9375483791064186,Choppy,TRENDING,Bullish,-818722147.0177029,-3152539792.7207,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
231,v2.1,.SPY260312P667,667.0,Put,Bearish,2026-03-12T10:45:06,45.3,1.345,1.34,1.35,0.36,-1.34,32.72,80524.0,668.94,2.0,0.001238850346878097,Choppy,TRENDING,Bullish,-784908038.0378162,-3024561370.5600004,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
232,v2.1,.SPY260312P666,666.0,Put,Bearish,2026-03-12T10:45:09,46.9,1.045,1.04,1.05,0.3,-1.05,32.91,65749.0,668.88,451.0,0.27596756922135535,Choppy,TRENDING,Bullish,-750661904.4059521,-3071669531.04,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
233,v2.1,.SPY260312C681,681.0,Call,Bullish,2026-03-12T10:46:01,49.5,0.055,0.05,0.06,0.03,-0.06,34.63,19857.0,669.52,19221.0,1.603855059765943,Uptrend,TRENDING,Bullish,-823192658.3374721,-2723982291.2000003,685,670,678,679,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
234,v2.1,.SPY260312C682,682.0,Call,Bullish,2026-03-12T10:46:03,46.3,0.045,0.04,0.05,0.02,-0.05,34.85,10884.0,669.98,54328.0,3.2908011060600098,Uptrend,TRENDING,Bullish,-604834193.87898,-2557960190.7,685,670,678,684,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
235,v2.1,.SPY260312P669,669.0,Put,Bearish,2026-03-12T10:46:04,48.3,1.885,1.87,1.9,0.44,-1.88,33.95,159557.0,670.04,16549.0,0.885453869346196,Choppy,TRENDING,Bullish,-738030336.1342239,-2698506365.24,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
236,v2.1,.SPY260312P670,670.0,Put,Bearish,2026-03-12T10:46:25,56.8,1.915,1.9,1.93,0.47,-1.92,31.71,150250.0,670.41,0.0,0.0,Choppy,TRENDING,Bullish,-690538810.924521,-2471965250.04,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
237,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T10:46:26,62.8,1.73,1.72,1.74,0.46,-1.73,29.87,170010.0,670.43,16510.0,2.408162372280607,Choppy,TRENDING,Bullish,-710109761.4481139,-2463116242.0499997,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
238,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T10:49:04,61.0,1.925,1.92,1.93,0.45,-1.93,33.8,78947.0,668.32,2666.0,0.8589055880410446,Choppy,TRENDING,Bullish,-689013725.7466881,-3363442702.5600004,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
239,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T10:50:49,68.3,1.415,1.41,1.42,0.37,-1.42,33.54,164783.0,668.18,2472.0,1.7625040105522085,Choppy,TRENDING,Bullish,-673139009.990604,-3331330994.22,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
240,v2.1,.SPY260312C678,678.0,Call,Bullish,2026-03-12T11:00:02,64.7,0.105,0.1,0.11,0.05,-0.11,33.29,30909.0,668.79,1276.0,0.3939365873236393,Uptrend,TRENDING,Bullish,-789221200.303809,-3056434503.84,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
241,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T11:00:02,62.3,0.295,0.29,0.3,0.12,-0.3,31.67,122121.0,668.79,1276.0,0.3939365873236393,Uptrend,TRENDING,Bullish,-789221200.303809,-3056434503.84,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
242,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T11:00:02,59.8,0.145,0.14,0.15,0.06,-0.15,32.55,48443.0,668.79,1276.0,0.3939365873236393,Uptrend,TRENDING,Bullish,-789221200.303809,-3056434503.84,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
243,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T11:01:26,61.8,0.995,0.99,1.0,0.3,-1.0,31.7,188661.0,668.3,665.0,0.47950391174243795,Choppy,TRENDING,Bullish,-702509688.2277,-3288766451.9,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
244,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T11:04:05,61.0,1.715,1.71,1.72,0.44,-1.72,32.73,95110.0,668.12,637.0,0.20769820179657317,Choppy,TRENDING,Bullish,-711697327.3939842,-3328916585.56,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
245,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T11:05:49,70.3,1.355,1.35,1.36,0.37,-1.35,32.94,192419.0,668.2,257.0,0.2051814298830386,Choppy,TRENDING,Bullish,-720208229.7696003,-3316918072.0000005,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
246,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T11:10:01,63.0,1.995,1.99,2.0,0.47,-2.0,33.91,66286.0,667.62,5153.0,1.9098978892162857,Choppy,TRENDING,Bullish,-680314868.2722961,-3539124387.7200003,685,670,678,677,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
247,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T11:15:03,61.6,0.215,0.21,0.22,0.09,-0.22,34.39,130399.0,667.43,1536.0,1.02928365610132,Choppy,TRENDING,Bullish,-690859354.863312,-3585265100.2099996,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
248,v2.1,.SPY260312C673,673.0,Call,Bullish,2026-03-12T11:15:03,59.3,0.425,0.42,0.43,0.15,-0.43,33.75,96928.0,667.43,1536.0,1.02928365610132,Choppy,TRENDING,Bullish,-690859354.863312,-3585265100.2099996,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
249,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T11:15:03,58.3,0.305,0.3,0.31,0.12,-0.31,34.09,110460.0,667.43,1536.0,1.02928365610132,Choppy,TRENDING,Bullish,-690859354.863312,-3585265100.2099996,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
250,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T11:16:27,61.0,0.735,0.73,0.74,0.24,-0.74,32.85,201208.0,667.27,426.0,0.35103621606031893,Choppy,TRENDING,Bullish,-805438088.525984,-3538623558.72,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
251,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T11:17:43,60.3,0.105,0.1,0.11,0.05,-0.11,34.98,51495.0,667.55,1198.0,0.8029221540833082,Uptrend,TRENDING,Bullish,-815610412.785675,-3422852611.7499995,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
252,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T11:19:05,61.0,1.405,1.4,1.41,0.39,-1.41,32.09,110827.0,667.58,0.0,0.0,Choppy,TRENDING,Bullish,-810803711.7696482,-3456245244.5,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
253,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T11:20:50,70.3,1.045,1.04,1.05,0.31,-1.05,32.68,221179.0,667.48,710.0,0.5612648221343873,Choppy,TRENDING,Bullish,-730659552.0649921,-3538336844.2400002,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
254,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T11:25:02,62.5,1.92,1.91,1.93,0.49,-1.92,31.88,84560.0,667.84,15121.0,4.2171463632307,Choppy,TRENDING,Bullish,-827634489.2579842,-3387015340.48,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
255,v2.1,.SPY260312P668,668.0,Put,Bearish,2026-03-12T11:25:10,49.6,1.965,1.96,1.97,0.5,-1.95,31.41,161247.0,667.99,1544.0,0.40343336425277293,Choppy,TRENDING,Bullish,-899698975.7400311,-3368848583.38,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
256,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T11:30:03,59.1,0.215,0.21,0.22,0.09,-0.22,33.55,134409.0,667.92,1040.0,0.5711461365258937,Choppy,TRENDING,Bullish,-800378736.47424,-3456554795.7599998,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
257,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T11:30:03,57.5,0.285,0.28,0.29,0.12,-0.29,32.45,115191.0,667.92,1040.0,0.5711461365258937,Choppy,TRENDING,Bullish,-800378736.47424,-3456554795.7599998,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
258,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T11:30:03,57.0,0.565,0.56,0.57,0.21,-0.57,31.59,173328.0,667.92,1040.0,0.5711461365258937,Choppy,TRENDING,Bullish,-800378736.47424,-3456554795.7599998,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
259,v2.1,.SPY260312P667,667.0,Put,Bearish,2026-03-12T11:30:06,46.6,1.525,1.52,1.53,0.43,-1.52,30.91,125104.0,667.83,1626.0,0.823812539582014,Downtrend,TRENDING,Bullish,-784049185.9389331,-3518899783.65,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
260,v2.1,.SPY260312P666,666.0,Put,Bearish,2026-03-12T11:30:10,48.0,1.185,1.18,1.19,0.35,-1.19,32.49,99061.0,667.94,590.0,0.29074064948504413,Choppy,TRENDING,Bullish,-863640791.0024441,-3358366251.2400002,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
261,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T11:31:27,61.1,0.885,0.88,0.89,0.3,-0.89,30.36,209048.0,668.47,1004.0,0.3978285850140667,Choppy,TRENDING,Bullish,-825090135.5648052,-3239693730.57,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
262,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T11:34:05,61.0,1.425,1.42,1.43,0.4,-1.43,32.0,133729.0,667.78,1868.0,0.8373865291942172,Choppy,TRENDING,Bullish,-771138052.4395521,-3517494422.1,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
263,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T11:35:50,68.3,1.035,1.03,1.04,0.33,-1.04,31.74,244243.0,667.78,3069.0,2.3599523241954707,Choppy,TRENDING,Bullish,-806531526.7306601,-3474832629.02,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
264,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T11:38:56,62.9,0.115,0.11,0.12,0.05,-0.12,34.96,53436.0,668.19,8567.0,7.125509440239541,Uptrend,TRENDING,Bullish,-906899256.2706032,-3237149356.26,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
265,v2.1,.SPY260312C678,678.0,Call,Bullish,2026-03-12T11:39:17,62.3,0.095,0.09,0.1,0.04,-0.1,34.93,34784.0,668.76,13394.0,3.1306095736724013,Choppy,TRENDING,Bullish,-852765806.2200481,-3018522492.36,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
266,v2.1,.SPY260312P669,669.0,Put,Bearish,2026-03-12T11:39:24,49.3,1.96,1.95,1.97,0.51,-1.76,30.5,184978.0,668.8,7626.0,0.9140980383930766,Choppy,TRENDING,Bullish,-862990071.3983998,-3160933388.7999997,685,670,678,676,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
267,v2.1,.SPY260312P670,670.0,Put,Bearish,2026-03-12T11:43:01,57.3,1.975,1.97,1.98,0.49,-1.98,33.46,172070.0,670.11,3425.0,0.7805467245524675,Choppy,TRENDING,Bullish,-800858097.5838661,-2581860117.9,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
268,v2.1,.SPY260312C679,679.0,Call,Bullish,2026-03-12T11:43:02,54.0,0.115,0.11,0.12,0.05,-0.12,34.97,24092.0,670.14,26931.0,4.892631349465882,Choppy,TRENDING,Bullish,-769834979.270712,-2536236639.18,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
269,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T11:45:03,62.7,0.895,0.89,0.9,0.3,-0.9,30.58,196773.0,669.59,18236.0,3.8380670756732296,Uptrend,TRENDING,Bullish,-862048505.333551,-2817840284.13,685,670,678,679,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
270,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T11:45:03,62.1,0.325,0.32,0.33,0.13,-0.33,31.89,148889.0,669.59,18236.0,3.8380670756732296,Uptrend,TRENDING,Bullish,-862048505.333551,-2817840284.13,685,670,678,679,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
271,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T11:45:03,60.6,0.465,0.46,0.47,0.18,-0.47,31.49,129209.0,669.59,18236.0,3.8380670756732296,Uptrend,TRENDING,Bullish,-862048505.333551,-2817840284.13,685,670,678,679,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
272,v2.1,.SPY260312P667,667.0,Put,Bearish,2026-03-12T11:45:06,46.8,0.965,0.96,0.97,0.3,-0.97,33.61,144401.0,669.67,6055.0,0.47367041769829815,Choppy,TRENDING,Bullish,-825198429.0087119,-2816062800.5,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
273,v2.1,.SPY260312P666,666.0,Put,Bearish,2026-03-12T11:45:10,47.8,0.705,0.7,0.71,0.23,-0.71,34.32,109387.0,669.78,3837.0,0.3005663525485865,Choppy,TRENDING,Bullish,-837729926.914644,-2796061578.66,685,670,678,679,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
274,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T11:46:30,63.0,1.255,1.25,1.26,0.37,-1.25,32.71,238171.0,669.33,1464.0,0.5039673660476084,Choppy,TRENDING,Bullish,-765555886.493298,-2983393899.7200003,685,670,678,677,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
275,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T11:49:23,61.0,1.975,1.97,1.98,0.51,-1.85,31.76,163107.0,669.13,1941.0,1.2128217945513622,Choppy,TRENDING,Bullish,-843429679.759513,-3080582849.19,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
276,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T11:50:50,68.3,1.505,1.5,1.51,0.43,-1.51,31.76,291703.0,669.14,365.0,0.2529803160521209,Choppy,TRENDING,Bullish,-887280497.16834,-3053121211.56,685,670,678,679,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
277,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T11:53:56,61.0,0.145,0.14,0.15,0.07,-0.15,33.63,60653.0,669.39,597.0,0.8396624472573839,Choppy,TRENDING,Bullish,-868178681.7626339,-2952496546.5299997,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
278,v2.1,.SPY260312C678,678.0,Call,Bullish,2026-03-12T11:54:21,62.0,0.105,0.1,0.11,0.05,-0.11,34.85,36291.0,669.315,2281.0,2.926610212984347,Choppy,TRENDING,Bullish,-911850600.3547188,-2929564982.4,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
279,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T12:00:03,64.8,0.845,0.84,0.85,0.29,-0.85,31.13,207142.0,669.48,2428.0,0.7832005419180027,Choppy,TRENDING,Bullish,-852330611.5208641,-2958013695.0,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
280,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T12:00:03,64.1,0.285,0.28,0.29,0.12,-0.29,31.98,154049.0,669.48,2428.0,0.7832005419180027,Choppy,TRENDING,Bullish,-852330611.5208641,-2958013695.0,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
281,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T12:00:03,61.9,0.195,0.19,0.2,0.09,-0.2,32.48,84349.0,669.48,2428.0,0.7832005419180027,Choppy,TRENDING,Bullish,-852330611.5208641,-2958013695.0,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
282,v2.1,.SPY260312C679,679.0,Call,Bullish,2026-03-12T12:01:22,56.9,0.075,0.07,0.08,0.04,-0.08,34.64,26134.0,669.81,14973.0,8.310715177753725,Uptrend,TRENDING,Bullish,-915030312.7433939,-2749554644.37,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
283,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T12:01:30,63.0,1.275,1.27,1.28,0.4,-1.28,31.02,254555.0,669.77,204.0,0.09925316856009926,Choppy,TRENDING,Bullish,-879195172.49871,-2857159787.14,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
284,v2.1,.SPY260312C680,680.0,Call,Bullish,2026-03-12T12:05:14,54.2,0.055,0.05,0.06,0.03,-0.05,34.92,50776.0,670.17,8408.0,2.8125104532530525,Uptrend,TRENDING,Bullish,-980953564.935357,-2683780876.59,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
285,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T12:05:51,68.3,1.835,1.83,1.84,0.52,-1.66,29.9,314265.0,670.18,1598.0,0.7057057057057057,Choppy,TRENDING,Bullish,-913553266.7016,-2703678356.2599998,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
286,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T12:07:23,59.0,1.995,1.99,2.0,0.54,-1.61,30.89,182115.0,669.39,6.0,0.010304851867754402,Choppy,TRENDING,Bullish,-923225674.8851188,-3053131969.7400002,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
287,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T12:08:52,60.5,1.975,1.97,1.98,0.51,-1.94,33.88,135374.0,668.0358,2956.0,0.6011795810453529,Choppy,TRENDING,Bullish,-833439418.9872676,-3490875183.7998,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
288,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T12:13:32,63.9,0.095,0.09,0.1,0.05,-0.1,34.9,64638.0,668.51,3650.0,1.6166895513132835,Uptrend,TRENDING,Bullish,-1011128434.532451,-3211259315.57,685,670,678,682,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
289,v2.1,.SPY260312C678,678.0,Call,Bullish,2026-03-12T12:14:16,59.8,0.065,0.06,0.07,0.03,-0.07,34.99,39132.0,668.72,4826.0,3.214761524114042,Choppy,TRENDING,Bullish,-1059599322.0600322,-3184374424.4,685,670,678,682,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
290,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T12:15:04,61.7,0.655,0.65,0.66,0.25,-0.66,31.55,220369.0,668.86,2054.0,1.1303103675985031,Choppy,TRENDING,Bullish,-856452210.51424,-3259168836.92,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
291,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T12:15:04,60.9,0.195,0.19,0.2,0.09,-0.2,32.01,160569.0,668.86,2054.0,1.1303103675985031,Choppy,TRENDING,Bullish,-856452210.51424,-3259168836.92,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
292,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T12:15:04,58.8,0.135,0.13,0.14,0.07,-0.14,32.86,86652.0,668.86,2054.0,1.1303103675985031,Choppy,TRENDING,Bullish,-856452210.51424,-3259168836.92,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
293,v2.1,.SPY260312C679,679.0,Call,Bullish,2026-03-12T12:16:23,55.8,0.055,0.05,0.06,0.03,-0.05,34.86,26816.0,669.47,117.0,0.04060385216033316,Choppy,TRENDING,Bullish,-853188083.703667,-3092595241.96,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
294,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T12:16:30,61.0,1.085,1.08,1.09,0.36,-1.09,30.93,279754.0,669.43,2273.0,1.110513973031073,Choppy,TRENDING,Bullish,-890805784.1962199,-3030105274.2799997,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
295,v2.1,.SPY260312C680,680.0,Call,Bullish,2026-03-12T12:20:48,53.5,0.045,0.04,0.05,0.02,-0.05,34.87,51460.0,670.18,7190.0,2.5860518649066644,Uptrend,TRENDING,Bullish,-939527104.171292,-2652668945.9199996,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
296,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T12:20:51,66.4,1.885,1.88,1.89,0.52,-1.71,31.74,342814.0,670.18,2231.0,0.8073533935259739,Choppy,TRENDING,Bullish,-976989974.365776,-2718469228.8599997,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
297,v2.1,.SPY260312P671,671.0,Put,Bearish,2026-03-12T12:21:27,54.7,1.985,1.98,1.99,0.53,-1.66,32.27,69255.0,670.6701,964.0,0.16057032447198347,Choppy,TRENDING,Bullish,-930353979.4998857,-2529341741.6865,685,670,678,683,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
298,v2.1,.SPY260312C681,681.0,Call,Bullish,2026-03-12T12:21:30,48.2,0.035,0.03,0.04,0.02,-0.04,34.73,23015.0,670.79,5823.0,0.9616527942925089,Uptrend,TRENDING,Bullish,-922069940.802443,-2446181296.43,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
299,v2.1,.SPY260312P668,668.0,Put,Bearish,2026-03-12T12:25:12,50.9,1.095,1.09,1.1,0.35,-1.09,32.55,240208.0,669.68,1059.0,0.5907290678864283,Choppy,TRENDING,Bullish,-860813756.6786557,-2976256814.96,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
